age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
41,2,43467,13,0,7,1,4,0,0,0,99,39
52,2,357596,10,2,11,0,4,1,0,0,48,39
48,2,146497,13,2,0,5,4,0,0,0,50,39
33,2,317809,13,2,9,0,4,1,0,0,40,39
22,2,190290,13,4,7,3,4,1,0,0,10,39
59,2,194573,8,2,6,0,2,1,0,0,40,39
72,6,144461,12,2,14,0,4,1,0,0,16,39
52,1,240638,14,2,3,0,4,1,0,0,50,39
18,2,52776,9,4,11,3,4,0,0,0,25,39
40,2,50524,8,0,2,1,4,1,0,0,40,39
54,2,324023,9,4,7,3,2,0,0,0,40,39
17,2,110916,7,4,11,3,4,0,0,0,10,39
23,2,203924,9,4,11,1,4,1,0,0,70,39
53,2,214868,11,4,0,2,2,0,0,2001,40,39
27,2,275466,6,4,5,3,2,1,0,0,40,39
27,1,198708,14,2,9,0,4,1,0,0,37,39
23,2,179241,11,4,0,3,4,0,0,0,40,39
32,2,154981,9,4,13,1,4,1,0,0,65,39
29,2,178811,11,4,5,1,4,1,0,0,40,39
26,2,130018,9,4,2,4,4,1,0,0,40,39
47,0,87504,13,0,12,4,4,0,0,0,50,39
29,2,377414,12,0,12,1,4,0,0,0,40,39
51,2,177927,16,2,9,0,4,1,0,0,60,39
25,2,262617,13,2,0,0,4,1,0,0,55,39
60,2,119684,10,2,6,0,4,1,3103,0,40,39
52,2,187938,10,0,11,1,4,0,0,0,49,39
35,2,122353,9,2,3,0,4,1,0,0,40,39
31,2,75755,13,4,9,1,4,1,0,0,50,39
43,2,91316,14,4,9,1,4,1,0,0,60,39
55,2,134789,9,0,2,1,4,0,0,0,20,39
22,2,115892,7,4,7,1,4,1,0,0,40,39
36,2,104457,13,3,6,1,1,1,0,0,40,0
51,1,230767,12,4,0,1,4,1,0,0,38,5
61,2,227332,13,4,9,3,4,1,0,0,40,39
29,2,160264,10,5,7,4,2,0,0,0,40,39
47,4,174533,9,2,3,0,4,1,0,0,40,39
73,2,53114,10,6,11,1,4,0,2538,0,20,39
20,2,163870,9,4,4,3,4,1,0,0,40,39
20,2,228709,10,2,5,0,2,1,0,0,40,39
36,2,172571,9,2,11,0,4,1,0,0,45,39
28,2,335542,9,2,7,5,4,0,0,1628,50,39
63,1,241404,10,0,10,1,4,0,0,0,35,39
50,2,197189,14,2,11,0,4,1,0,0,60,39
41,3,104813,13,2,11,0,4,1,0,0,40,39
62,2,261437,10,2,2,0,4,1,0,0,40,39
35,2,366842,15,2,9,0,4,1,0,0,80,0
21,6,121468,10,4,14,3,4,1,0,0,40,39
48,3,214994,10,2,3,0,4,1,0,0,55,39
67,2,229709,9,6,11,1,4,0,0,0,40,39
43,2,249039,11,2,9,5,4,0,0,0,36,39
49,2,142287,10,0,5,3,4,1,0,0,40,39
54,2,259323,10,2,9,0,4,1,0,0,40,39
18,2,238281,7,4,11,3,4,1,0,0,30,39
60,2,156774,9,2,9,0,4,1,0,0,45,39
27,2,86153,9,4,12,4,4,0,0,0,40,11
62,2,93997,16,2,3,0,4,1,99999,0,40,39
39,3,91039,14,2,3,0,4,1,15024,0,45,39
52,2,224198,9,0,11,1,4,0,0,0,51,39
54,2,221336,9,6,7,4,1,0,0,0,40,30
28,2,128012,10,2,13,0,4,1,0,0,40,0
53,1,231166,9,5,13,1,4,1,0,0,40,39
28,2,79702,10,4,0,2,2,1,0,0,40,39
24,4,132320,9,0,6,1,4,1,0,0,50,39
37,6,33355,12,2,14,0,4,1,0,0,30,39
55,6,177557,9,0,14,2,4,1,0,0,40,39
47,2,148549,13,2,9,0,4,1,0,0,50,39
26,2,301563,9,2,2,0,4,1,0,0,40,39
23,2,113106,12,4,11,3,4,0,0,0,35,39
41,2,304175,13,2,9,0,4,1,0,0,55,39
25,5,230200,13,2,7,5,4,0,0,0,40,39
17,2,313444,8,4,11,3,4,0,0,0,20,39
34,2,247328,9,4,6,2,4,1,0,0,40,39
34,2,132565,8,2,2,0,4,1,0,0,40,39
41,5,539019,10,4,4,1,2,1,0,0,40,39
24,2,114292,10,4,2,4,4,1,0,0,40,39
32,2,227608,11,2,11,0,4,1,0,0,40,39
21,5,185554,10,4,7,3,4,0,0,0,11,39
46,4,181372,13,4,4,1,4,0,0,0,40,39
19,2,344592,9,4,11,1,2,0,0,0,35,39
29,4,102326,13,2,3,0,4,1,0,0,40,39
43,4,220647,13,2,4,0,4,1,0,2377,50,39
18,6,30246,7,4,14,3,4,0,0,0,45,39
33,2,496743,9,2,9,0,4,1,0,0,88,39
21,2,161508,9,4,6,3,4,1,0,0,40,39
33,5,30494,9,0,9,4,4,0,0,0,40,39
29,2,256764,13,4,11,1,4,1,0,1564,40,39
20,6,49819,10,4,14,3,4,0,0,0,40,39
42,6,338281,11,2,14,5,4,0,0,0,20,20
21,1,256356,10,4,9,3,4,0,0,0,25,39
25,2,318644,13,4,3,3,4,1,0,0,40,39
20,2,227594,9,4,7,3,4,0,0,0,40,39
59,2,165695,12,2,13,0,4,1,0,0,32,39
55,2,127728,9,2,2,0,4,1,0,0,50,39
49,2,123681,12,5,11,4,4,1,0,0,35,39
48,2,168038,10,0,3,1,4,1,0,1564,50,39
32,2,154950,13,2,11,0,4,1,0,1977,44,39
25,2,148298,13,2,0,5,4,0,0,0,40,39
41,2,63042,9,2,11,5,4,0,0,0,20,39
57,1,101444,14,2,3,0,4,1,0,0,40,39
38,2,455379,14,2,3,0,4,1,0,0,60,39
61,1,153264,9,6,12,1,4,0,0,0,40,39
23,6,263220,10,4,14,3,4,0,0,0,15,39
43,2,180138,9,5,2,1,4,1,0,0,40,39
22,2,208946,9,4,7,3,4,1,0,0,40,0
33,2,321709,12,2,7,5,4,0,0,0,15,39
39,2,215981,10,2,11,0,4,1,0,0,40,39
44,5,26880,16,0,9,1,4,0,0,1092,40,39
30,4,90705,7,4,2,1,4,1,0,0,40,39
37,2,185068,13,4,7,1,4,1,0,0,20,33
37,2,268390,13,2,3,0,4,1,0,0,40,26
55,2,102058,13,2,11,0,4,1,0,0,40,39
51,4,421132,10,2,2,0,4,1,0,0,40,39
25,2,191803,12,4,12,1,4,1,0,0,13,0
60,2,181954,13,2,6,0,1,1,0,0,25,20
17,6,34505,7,4,14,3,4,1,0,0,50,39
30,2,93973,7,2,2,0,3,1,0,0,40,26
63,2,355459,8,6,8,4,2,0,0,0,35,39
32,2,312055,13,0,9,1,4,1,0,0,45,39
64,0,353479,10,2,3,0,0,1,0,0,45,39
21,2,321426,10,4,11,4,4,0,0,0,49,39
53,2,228752,9,5,6,1,2,0,0,0,40,39
46,2,281647,13,0,13,1,4,1,0,0,40,39
29,2,161615,9,4,5,1,4,1,0,0,40,39
44,2,187376,12,5,0,1,4,1,0,0,35,39
58,6,169329,5,2,14,0,2,1,0,0,40,39
40,2,216116,9,5,0,4,2,0,0,0,40,23
36,2,109204,10,2,3,0,4,1,0,0,40,39
57,2,88879,10,2,11,0,4,1,0,0,40,39
39,4,200863,12,2,3,0,4,1,0,0,55,39
23,2,223811,13,4,9,1,4,1,0,0,30,39
32,2,360761,9,2,13,0,4,1,0,0,60,39
33,2,166275,9,4,6,1,4,0,0,0,40,39
40,2,149102,9,2,2,0,4,1,0,0,40,39
37,2,117381,9,4,10,1,4,1,0,0,40,39
32,1,232475,13,2,9,0,4,1,0,0,50,39
56,2,165867,9,2,2,0,4,1,0,0,40,39
46,2,268234,11,2,3,0,4,1,0,1902,40,39
59,3,110457,13,2,3,0,4,1,0,0,50,39
21,2,329174,9,4,12,1,4,1,4865,0,40,39
37,2,109472,5,0,7,1,4,0,0,0,40,39
18,2,418176,10,4,3,1,2,1,0,0,40,39
28,2,380390,13,2,3,0,4,1,0,0,50,39
18,6,36064,8,4,14,3,4,1,0,0,20,39
59,3,95835,11,2,3,0,4,1,0,0,55,39
25,1,250770,9,4,0,3,4,0,0,0,40,39
17,2,67603,5,4,7,3,4,0,0,0,10,39
30,5,352045,14,5,2,1,4,1,99999,0,40,39
21,2,196742,10,2,0,5,4,0,0,0,28,39
31,2,303942,10,2,11,0,4,1,0,0,50,39
56,2,246687,10,0,0,1,4,0,0,0,40,39
64,4,187793,7,2,2,0,4,1,0,0,40,39
46,2,205816,11,2,9,5,4,0,0,0,40,39
60,2,182343,8,2,5,0,4,1,0,0,40,39
59,2,42959,9,6,7,1,4,0,0,0,36,39
46,2,140644,9,3,6,1,4,1,0,2258,50,39
19,2,183264,10,4,10,3,4,1,0,0,30,39
49,2,294671,13,2,11,0,4,1,0,0,50,39
24,2,88926,9,4,12,1,4,1,0,0,45,39
65,2,64667,10,0,7,1,1,0,0,0,15,39
27,2,416946,9,2,2,0,2,1,0,0,40,39
52,2,208570,11,0,12,1,4,0,0,0,40,39
42,2,116649,11,2,6,0,4,1,0,0,40,39
46,4,102869,9,2,11,0,4,1,0,0,40,39
28,2,157262,13,0,3,1,4,0,0,0,40,39
17,2,146890,5,4,4,3,2,1,0,0,20,39
57,2,257200,5,2,2,0,4,1,0,0,40,39
48,1,452402,16,4,9,4,2,0,0,0,15,39
39,2,531055,9,2,2,0,4,1,0,0,40,39
38,3,298539,9,4,3,1,4,1,0,0,50,39
20,2,95989,10,4,11,3,4,0,0,0,35,39
32,2,162572,14,2,3,0,4,1,0,1977,48,39
41,1,75313,15,2,9,0,4,1,0,0,40,0
66,2,117162,6,6,6,1,4,0,0,0,32,39
46,2,173461,10,2,11,5,4,0,0,0,40,39
48,2,349986,15,2,9,0,4,1,99999,0,50,39
24,2,204244,5,4,7,1,4,0,0,0,37,39
31,2,36222,9,5,5,1,4,1,0,0,65,39
38,3,320811,9,2,3,0,4,1,0,0,50,39
57,2,82676,9,0,13,1,4,1,0,0,48,39
20,2,152189,9,4,2,3,4,1,0,0,40,39
62,6,121319,9,4,14,1,4,1,0,0,40,39
25,2,144301,10,2,5,0,4,1,0,0,30,39
21,2,162869,10,4,5,4,4,1,0,0,40,39
23,2,179241,10,4,7,3,4,0,0,0,30,39
34,5,62327,13,2,9,0,4,1,0,0,40,39
40,4,121012,15,2,9,0,4,1,0,1977,50,39
43,2,60001,10,2,0,0,4,1,0,0,45,39
55,6,105582,9,2,14,0,4,1,0,0,35,39
34,1,454076,11,2,7,0,4,1,0,0,40,39
21,5,155818,10,4,7,3,4,0,0,0,25,39
40,2,434081,9,0,6,3,4,0,0,0,40,39
48,0,265386,12,5,0,4,2,0,0,0,40,39
47,2,44671,9,2,0,0,4,1,0,0,38,39
63,2,190296,7,2,2,0,4,1,0,1902,40,39
33,0,198827,9,4,2,3,4,1,0,0,40,39
64,6,22228,10,2,14,0,4,1,0,0,10,39
28,2,109857,11,0,12,4,4,0,0,0,40,39
21,4,190968,9,4,4,3,4,1,0,0,25,39
51,2,75235,13,2,11,0,4,1,0,0,60,39
67,3,127605,14,2,9,0,4,1,20051,0,60,22
33,2,318982,13,2,2,0,4,1,0,0,38,39
46,2,233802,9,2,12,0,2,1,0,0,40,39
45,4,28119,13,0,9,1,4,1,0,0,65,39
58,1,153914,9,6,0,1,4,0,0,0,30,39
40,2,143582,14,6,11,3,1,0,0,0,50,39
42,5,126333,9,2,11,5,4,0,0,0,40,39
46,4,182689,10,2,2,0,4,1,3103,0,35,39
19,2,35245,9,4,5,3,4,1,0,0,25,39
19,2,160120,10,4,3,3,1,1,2597,0,40,0
37,4,400287,14,2,9,5,4,0,0,1887,15,39
22,2,50610,10,4,7,1,4,0,0,0,40,39
64,2,349826,10,2,3,0,4,1,0,0,40,39
38,2,35890,9,2,13,0,4,1,0,0,40,39
35,2,164519,9,0,0,4,2,0,0,0,40,39
23,2,81145,9,4,7,2,4,0,0,0,40,39
32,1,73514,11,4,10,1,1,0,0,0,50,39
49,1,452402,13,2,9,5,2,0,7688,0,35,39
19,6,318056,10,4,14,3,4,0,0,0,40,39
27,2,285897,9,2,13,0,4,1,0,1887,40,39
19,6,194404,10,4,14,3,4,0,0,0,32,39
20,2,434710,10,4,0,1,4,0,0,0,20,39
42,0,177142,13,4,12,4,4,1,0,0,40,39
35,0,182863,13,5,12,4,4,1,0,0,40,39
62,2,394645,9,4,11,1,4,0,0,0,40,39
46,2,110457,9,0,2,4,4,1,0,0,40,39
32,4,292465,10,2,3,0,4,1,0,0,35,39
35,2,238433,11,0,3,4,4,1,0,0,40,39
55,2,160631,9,2,6,0,4,1,4508,0,8,41
29,2,285657,10,2,2,0,4,1,0,0,45,39
24,2,236907,9,2,4,0,4,1,0,0,55,39
19,2,378418,9,4,7,4,4,0,0,0,30,39
50,4,213279,9,2,3,0,4,1,0,0,50,39
38,2,105503,10,0,3,1,4,0,0,0,40,39
24,2,79160,9,4,2,3,2,1,0,0,40,39
33,4,190027,14,4,3,1,2,0,0,0,70,39
33,2,361280,16,2,12,0,1,1,0,0,40,24
36,2,199288,6,2,13,0,4,1,0,0,70,39
46,4,204698,13,2,12,0,4,1,0,0,40,39
17,2,213354,7,4,5,3,4,1,0,0,6,39
22,2,282579,9,4,7,4,4,1,0,0,40,39
39,2,99783,9,4,0,1,4,0,0,0,45,39
27,2,446947,13,4,0,4,2,0,0,0,55,39
57,2,186202,9,2,2,0,4,1,0,0,40,39
26,3,177951,10,2,11,0,4,1,0,0,32,39
28,2,258364,13,4,7,1,4,0,0,0,35,39
46,1,200727,14,2,9,0,4,1,0,0,50,39
32,4,33404,9,0,2,1,4,1,10520,0,50,39
63,0,31115,10,2,3,0,4,1,15024,0,40,39
21,2,301915,7,5,11,1,3,0,0,0,30,26
44,2,201908,9,2,13,0,4,1,5013,0,40,39
40,2,168071,13,2,9,0,4,1,0,0,45,39
32,2,347623,9,2,6,0,4,1,0,0,40,39
39,2,35890,13,2,11,0,4,1,0,0,50,39
31,2,154227,10,2,13,0,4,1,0,0,40,39
23,2,161532,9,2,2,0,4,1,0,0,40,39
55,2,178282,9,2,13,0,4,1,0,0,40,39
31,2,263561,13,2,2,0,4,1,0,0,40,39
52,2,201783,10,2,3,0,4,1,7688,0,40,39
30,2,161153,9,4,2,3,4,1,0,0,40,39
28,2,193125,10,2,11,5,4,0,0,0,40,39
28,2,126060,9,2,0,5,4,0,99999,0,36,39
52,2,186826,15,4,9,1,4,1,0,1564,40,39
32,2,156192,9,4,7,3,4,1,0,0,20,39
35,2,193094,9,4,9,4,4,0,0,0,35,39
26,2,472411,10,2,11,0,4,1,0,0,40,39
17,2,147069,7,4,7,3,4,0,0,0,16,39
40,2,300195,10,0,12,4,2,0,0,0,40,39
75,6,91417,11,2,14,5,4,0,0,0,20,39
23,2,182342,10,4,2,3,4,1,0,0,40,22
32,2,258406,13,2,9,0,4,1,0,0,40,26
27,2,87239,10,2,5,0,4,1,0,0,45,39
25,2,294406,11,4,9,1,4,0,0,0,30,39
18,6,41385,9,2,14,0,4,1,4508,0,40,39
47,2,323212,9,6,7,1,4,0,0,0,40,39
57,1,31532,12,2,7,0,4,1,0,0,20,39
30,2,127610,13,4,11,3,4,0,0,0,20,12
26,2,163189,10,0,2,3,4,1,0,0,40,39
33,2,594187,13,2,3,0,4,1,0,1902,60,39
39,2,269323,11,2,7,0,4,1,0,1485,38,39
33,2,96480,11,2,9,5,4,0,7688,0,40,39
58,2,200316,9,2,13,0,4,1,0,0,40,39
22,2,212780,9,4,11,1,2,0,0,0,30,39
49,3,120121,13,2,3,0,4,1,0,0,50,39
20,2,367240,10,4,7,3,4,0,0,0,20,39
24,2,117606,13,4,3,3,4,0,0,0,35,39
33,2,122749,11,2,2,0,1,1,0,0,40,19
59,2,169560,6,2,9,0,4,1,0,0,40,39
46,2,269890,9,0,2,1,2,1,0,0,40,39
43,2,303426,9,0,7,4,1,1,5721,0,40,30
25,2,112835,13,4,9,1,4,1,0,0,40,39
17,2,226503,7,4,11,3,4,0,0,0,20,39
20,2,275421,10,4,11,3,4,0,0,0,20,39
37,1,165883,9,2,5,0,2,1,0,0,40,39
56,3,236676,9,2,11,0,4,1,0,0,50,39
19,6,171578,10,4,14,3,2,1,0,0,40,39
30,2,685955,13,4,11,4,2,1,0,0,50,39
32,2,72887,10,2,11,0,1,1,0,0,40,39
34,2,135304,10,2,2,0,4,1,0,0,45,39
27,2,218781,9,2,5,0,4,1,0,0,50,39
23,2,126540,6,2,5,0,4,1,0,0,40,39
33,2,261943,6,2,6,0,4,1,0,0,40,13
34,5,111843,13,4,0,1,2,0,3325,0,40,39
71,4,401203,13,2,9,0,4,1,0,0,34,39
56,2,117400,10,4,9,1,4,0,0,0,35,39
61,6,113658,6,0,14,2,4,0,0,0,20,39
40,1,166822,14,2,9,5,2,0,0,0,36,39
35,2,151322,10,4,2,1,4,1,0,0,40,39
21,2,102684,9,4,7,3,4,1,0,0,40,39
54,4,152652,9,2,2,0,4,1,0,0,40,39
24,2,193416,12,4,7,3,4,0,0,0,3,39
35,2,103323,14,2,3,0,4,1,0,0,45,39
37,4,33975,13,5,13,1,4,1,0,0,50,39
20,6,163665,10,4,14,3,4,0,0,0,30,39
59,2,187485,10,2,3,0,4,1,0,0,45,39
50,2,110327,9,2,11,0,4,1,0,0,50,39
28,2,179498,13,4,7,1,4,1,0,0,40,39
51,2,103995,16,6,9,1,4,0,10520,0,60,39
46,2,123807,9,4,6,1,2,0,0,0,15,39
23,2,43535,9,0,7,1,4,0,0,0,24,39
60,2,125832,9,0,9,1,4,0,0,0,72,2
51,5,71691,13,0,3,1,4,1,0,0,60,39
50,2,168212,10,3,13,4,4,1,0,0,40,39
45,0,98320,10,0,0,4,1,0,914,0,40,39
41,2,173307,9,2,13,0,4,1,0,0,43,39
56,2,442116,10,2,3,0,4,1,0,0,54,39
18,2,130849,9,4,0,3,4,0,0,0,17,39
51,2,159015,9,2,13,0,4,1,0,0,60,39
32,2,147921,15,4,7,1,4,0,0,0,35,39
48,2,268022,12,2,3,0,4,1,7298,0,55,39
51,2,253357,9,2,2,0,4,1,0,0,40,39
50,2,339954,9,2,2,0,4,1,0,0,40,39
32,5,347623,11,2,12,0,4,1,3411,0,40,39
53,0,169112,15,2,0,0,4,1,0,0,45,39
37,2,166213,9,0,12,4,4,1,0,0,40,39
62,2,216765,13,2,9,0,4,1,0,0,40,0
51,2,335997,9,2,2,0,4,1,0,1902,40,39
18,6,354236,6,4,14,3,4,0,0,0,30,39
70,2,178120,9,6,8,2,2,0,0,0,8,39
54,2,312631,15,2,9,5,4,0,0,1887,50,39
67,1,31924,10,6,7,1,4,0,2964,0,41,39
34,0,96483,12,4,12,1,1,0,0,0,60,39
26,2,305304,7,5,5,2,4,1,0,0,40,39
52,1,111722,10,2,0,5,4,0,0,0,72,39
24,2,197554,9,4,0,3,4,0,0,0,40,39
51,2,257126,6,2,2,0,4,1,0,0,40,39
27,2,101597,9,2,6,5,4,0,0,0,40,39
23,2,220115,9,4,6,1,4,1,0,0,40,39
38,2,210844,10,2,2,0,4,1,0,2042,40,4
25,3,66935,9,4,7,2,4,1,0,0,30,39
35,4,95639,7,2,9,0,0,1,0,0,4,39
40,4,223881,15,2,9,0,4,1,0,0,60,39
33,2,223105,9,2,0,0,2,1,0,0,40,39
33,2,192644,16,2,9,0,4,1,0,1977,90,39
45,4,58683,13,2,11,0,4,1,5178,0,48,39
22,2,162282,9,4,6,3,4,1,0,0,55,39
38,5,239539,9,2,6,0,1,1,0,0,40,30
46,2,117849,14,2,3,0,4,1,99999,0,50,39
17,2,99237,7,4,5,3,4,1,0,0,30,39
18,6,149343,9,4,14,3,4,0,0,0,3,39
42,4,193882,9,2,9,0,4,1,0,0,50,39
41,2,107845,13,2,9,5,4,0,0,0,40,39
43,2,71269,10,2,11,0,4,1,0,0,45,39
42,3,204598,11,2,7,0,4,1,3464,0,80,39
19,6,98283,10,4,14,3,1,1,0,0,32,39
45,3,188694,15,2,9,0,4,1,0,0,50,39
41,2,201908,14,2,11,0,4,1,0,0,20,39
38,2,191137,7,2,6,0,4,1,0,0,35,39
58,4,129786,9,5,4,1,4,1,0,0,50,39
37,2,302903,10,2,3,5,1,0,0,0,40,39
34,2,143526,9,4,6,1,4,1,0,0,40,39
23,2,182117,10,4,7,3,4,1,0,0,40,39
47,2,172753,9,2,13,0,4,1,0,0,85,39
37,2,139770,9,4,0,1,4,0,0,0,35,39
47,2,215686,9,2,2,0,2,1,0,0,50,39
31,2,181388,14,2,9,5,4,0,0,1902,45,39
57,2,81973,13,2,11,0,1,1,15024,0,45,39
44,2,328581,13,2,11,0,4,1,0,0,50,39
64,2,110110,7,2,6,0,2,1,0,0,40,39
31,2,174201,13,2,3,0,4,1,0,0,40,39
40,2,137421,14,3,3,1,1,1,0,0,35,19
34,2,153927,13,2,9,0,4,1,0,0,40,39
28,0,187649,9,4,9,3,4,0,0,0,40,39
21,2,234640,9,4,3,1,4,0,0,0,47,39
52,1,311569,14,2,3,0,4,1,0,0,50,39
44,2,182383,10,2,0,5,4,0,0,0,35,39
57,5,344381,10,2,9,0,1,1,7688,0,75,39
35,4,280570,9,2,3,0,4,1,0,0,35,39
21,2,215039,7,4,5,3,4,1,0,0,40,39
38,1,339442,10,2,13,0,2,1,0,0,40,39
28,1,168065,14,4,9,1,4,0,0,0,40,39
59,2,47534,14,0,3,1,4,0,0,0,45,39
54,1,116428,6,2,3,0,4,1,0,0,40,39
25,2,121789,10,4,11,1,4,1,0,0,38,39
29,5,143139,6,4,2,4,4,1,0,0,40,39
18,2,187790,9,4,0,3,4,0,0,0,40,39
31,2,140559,9,2,7,0,2,1,0,0,40,39
17,2,184025,7,4,5,3,4,1,0,0,16,39
47,2,257824,10,2,3,0,4,1,0,0,45,39
42,2,89226,9,2,7,0,4,1,7688,0,40,12
21,2,145917,10,4,0,3,4,0,0,0,20,39
32,2,207301,10,2,11,5,4,0,0,0,40,39
51,2,135388,8,6,6,1,4,1,0,1564,40,39
24,2,266467,11,4,6,3,4,1,0,0,40,39
60,2,200047,14,2,0,0,4,1,0,0,40,39
29,0,121040,9,0,0,1,2,0,0,0,40,39
24,2,199694,12,4,5,3,4,1,0,0,30,39
43,2,301007,14,2,3,0,4,1,7298,0,50,39
64,4,253759,10,2,11,0,4,1,0,1977,50,39
53,2,120839,10,2,2,0,4,1,0,0,40,39
64,5,33342,10,0,0,1,4,0,0,0,40,39
41,2,205195,12,0,11,1,4,1,0,0,40,39
30,2,362873,13,2,12,0,4,1,0,0,40,8
25,2,104614,9,4,10,4,4,0,0,0,25,39
27,4,32280,9,4,4,4,4,1,0,0,50,39
30,2,191777,8,4,7,3,2,0,0,0,20,0
39,2,144169,9,2,3,0,4,1,0,0,40,39
28,2,264076,9,4,0,1,4,0,0,0,40,39
33,2,119164,14,4,9,1,4,1,0,0,50,39
41,2,126845,10,2,0,0,4,1,0,0,40,39
24,2,228395,13,4,11,3,2,0,0,0,40,39
32,2,242654,10,0,11,4,2,0,0,1138,40,16
69,4,30951,11,2,3,0,4,1,0,0,20,39
36,2,48855,14,2,9,0,4,1,0,0,38,39
57,4,50791,11,2,3,0,4,1,0,0,20,39
58,1,248739,9,4,7,1,4,1,0,0,40,39
26,2,165418,12,2,2,0,4,1,0,0,40,39
17,2,79464,7,4,0,3,4,0,0,0,12,39
36,1,321247,7,2,2,0,4,1,0,0,40,39
44,2,104269,9,2,2,0,2,1,0,0,40,39
39,3,129573,12,2,3,0,4,1,0,0,45,39
41,2,222142,10,2,2,0,4,1,3464,0,40,39
24,2,126613,7,4,7,1,4,0,0,0,20,39
54,2,145548,9,2,2,0,4,1,0,0,40,39
26,2,331861,13,4,3,1,4,1,0,0,30,39
39,2,156261,10,0,0,4,4,0,0,0,38,39
27,2,173944,9,2,2,0,4,1,0,0,40,39
25,2,69739,6,4,6,3,4,1,0,0,40,32
32,2,266345,10,4,12,1,4,1,0,0,40,39
30,2,278006,9,0,12,4,4,0,0,0,40,39
50,3,82578,13,2,3,0,4,1,0,0,40,39
66,2,154164,12,4,9,1,4,1,0,0,7,0
25,2,250038,9,2,0,0,4,1,0,0,40,39
48,2,175468,9,3,7,4,4,0,0,0,16,39
23,5,435835,13,4,9,1,4,1,0,0,7,39
70,2,135601,13,2,9,0,4,1,20051,0,35,39
20,5,162945,10,4,5,3,4,1,0,0,40,39
18,2,244115,7,4,7,3,2,1,0,0,16,39
29,2,351902,9,0,11,1,4,1,0,0,34,39
33,2,291414,7,2,5,0,4,1,0,0,40,39
27,2,278736,8,4,5,2,4,1,0,0,40,26
44,2,138975,9,4,13,1,4,1,0,0,50,39
49,3,93557,12,2,3,0,4,1,0,0,45,39
66,4,176315,13,0,11,1,4,1,401,0,20,39
35,2,187167,9,4,0,4,4,0,0,0,40,39
24,2,241582,10,4,11,1,4,1,0,0,33,39
31,2,247328,7,2,10,0,4,1,0,0,40,39
75,4,157778,11,0,9,1,4,0,15831,0,50,39
66,4,67765,7,6,3,1,4,0,0,0,84,39
19,6,229431,10,4,14,3,4,1,0,0,40,39
46,2,192203,10,2,5,0,4,1,0,0,40,39
31,2,93326,10,5,0,3,4,0,0,0,40,39
46,2,118889,9,2,11,0,4,1,0,0,68,39
29,5,237028,9,4,0,4,4,0,0,0,40,39
63,2,156127,10,2,5,0,4,1,0,0,45,39
46,2,151325,6,2,2,0,4,1,0,0,40,39
52,2,311350,9,0,13,1,4,1,0,0,50,39
44,4,273465,12,4,11,3,4,1,0,0,50,39
51,2,379797,6,2,6,0,2,1,0,0,40,39
38,2,131827,13,2,2,0,4,1,0,0,70,39
26,5,158734,14,4,9,1,4,0,0,0,40,39
35,2,233533,13,2,11,0,4,1,0,0,42,39
48,2,246367,10,6,0,1,4,0,0,0,50,39
42,1,142049,10,0,12,4,4,0,0,0,32,39
50,2,101119,6,2,13,0,4,1,0,0,40,39
26,2,104830,14,4,3,1,4,0,594,0,35,39
42,2,173981,13,2,9,0,4,1,0,0,40,22
63,2,195338,13,2,3,0,4,1,15024,0,45,39
18,2,64253,7,4,11,3,2,0,0,0,20,39
56,2,182062,9,2,13,0,4,1,0,0,48,39
33,2,111696,10,2,0,0,4,1,0,0,45,39
41,6,168071,9,2,14,0,4,1,0,0,40,39
42,2,314369,9,0,2,4,2,1,0,0,45,39
37,2,178877,9,2,0,0,4,1,0,0,45,39
42,2,111483,14,4,9,1,4,1,0,0,48,39
18,6,192321,10,4,14,3,4,1,0,0,40,39
29,0,157313,11,4,9,1,4,0,0,0,40,39
20,2,38772,7,4,7,1,4,1,0,0,40,39
36,0,72338,13,2,9,0,1,1,0,0,40,39
67,4,132626,9,2,4,0,4,1,0,0,70,39
50,2,176240,10,2,11,0,4,1,0,0,50,39
40,2,202692,9,2,7,0,4,1,0,0,35,39
18,2,70021,7,4,7,3,4,1,0,0,15,39
55,2,181242,9,0,10,1,4,1,0,0,20,39
48,2,196707,11,2,2,0,4,1,0,0,40,39
25,2,137658,10,4,0,1,4,0,0,0,45,39
24,2,253190,9,2,11,0,4,1,0,0,45,39
46,2,233059,5,0,13,1,4,1,0,0,40,39
22,5,177787,9,4,7,4,4,0,0,0,45,39
35,4,193026,10,2,3,0,4,1,0,0,60,39
62,4,271464,14,5,4,1,4,1,0,0,30,39
40,2,199689,9,0,7,1,4,0,0,0,40,39
27,0,190653,11,2,1,0,4,1,0,0,40,0
40,2,359389,13,0,7,4,1,0,0,0,40,30
49,4,181717,13,2,3,5,4,0,0,0,7,39
52,2,245127,5,2,5,0,4,1,0,0,40,28
21,2,274398,11,4,0,3,2,0,0,0,40,39
41,4,344624,10,2,9,0,4,1,0,0,60,39
35,2,169037,9,2,13,5,4,0,0,0,48,39
22,2,221406,10,4,7,1,4,0,0,0,20,39
71,2,211707,10,2,11,0,4,1,0,0,4,39
73,6,185939,13,2,14,0,4,1,0,0,40,39
33,2,227026,13,4,2,4,4,0,0,0,40,27
38,2,187847,14,2,3,0,4,1,0,0,50,39
19,2,238144,10,0,0,1,4,0,0,0,20,39
